genres,item_name,release_date,price,item_id,developer,year
['Strategy'],Fallout Tactics: Brotherhood of Steel,2001-03-01,9.99,38420,14° East,2001
['Action'],Kingpin — Life of Crime,1999-06-01,9.99,38430,Xatrix Entertainment,1999
"['Action', 'Adventure']",Mini Ninjas Demo,2009-08-19,4.99,35050,IO Interactive,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,2009-08-20,19.99,31180,Telltale Games,2009
['Casual'],Jewel Quest Pack,2009-08-24,19.99,37960,iWin,2009
['Casual'],Mahjong Quest Collection,2009-08-24,9.99,38000,iWin,2009
"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",2009-06-22,4.99,37400,Size Five Games,2009
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,2005-03-29,9.99,13570,Ubisoft Montreal,2005
"['Action', 'Racing']",Crash Time 2,2009-08-27,9.99,11390,,2009
['Strategy'],XIII Century – Gold Edition,2009-08-28,4.99,34420,Unicorn Games Studio,2009
['Simulation'],World of Zoo,2009-10-30,14.99,43100,Blue Fang,2009
['Simulation'],18 Wheels of Steel: Extreme Trucker,2009-09-23,9.99,33730,,2009
"['Action', 'Adventure']",Mini Ninjas,2009-09-08,9.99,35000,IO Interactive,2009
['Casual'],Freeze Tag Fun Pack #2,2009-09-23,19.99,39392,"Freeze Tag Inc.,iQ212",2009
['Casual'],Freeze Tag Fun Pack #1,1999-11-30,19.99,39391,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",1999
"['Adventure', 'Casual', 'Indie']",Windosill,2009-05-26,2.99,37600,"Vectorpark, Inc.",2009
['Simulation'],Train Simulator: Colton & Northern Route Add-On,2009-09-25,24.99,24029,All Aboard,2009
"['Adventure', 'Casual']",Midnight Mysteries,2009-09-28,9.99,32140,MumboJumbo,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,2009-09-07,19.99,31190,Telltale Games,2009
['Action'],Joint Operations: Combined Arms Gold,2009-08-18,19.99,32770,NovaLogic,2009
['Simulation'],Train Simulator: US Loco & Asset Pack,2009-10-01,17.99,208306,Dovetail Games,2009
['Simulation'],DinerTown Tycoon,2009-09-30,9.99,37300,PlayFirst,2009
['Simulation'],Train Simulator: European Loco & Asset Pack,2009-10-01,19.99,208300,Dovetail Games,2009
['RPG'],Risen,2009-10-30,9.99,40300,Piranha Bytes,2009
['Casual'],Flora's Fruit Farm,2009-10-01,3.99,35070,Honeyslug,2009
['Strategy'],Empire: Total War™ - The Warpath Campaign,2009-10-05,9.99,10606,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
"['Adventure', 'Indie']",Machinarium,2009-10-16,9.99,40700,Amanita Design,2009
['Action'],Medal of Honor: Airborne,2007-09-04,9.99,24840,EA Los Angeles,2007
['Racing'],Need for Speed: Shift,2009-09-15,19.99,24870,Slightly Mad Studios,2009
['RPG'],Torchlight,2009-10-27,14.99,41500,Runic Games,2009
['Strategy'],Command & Conquer: Red Alert 3 - Uprising,2009-03-12,19.99,24800,EA Los Angeles,2009
['Strategy'],The Stronghold Collection,2009-10-27,19.99,901735,FireFly Studios,2009
['Strategy'],East India Company: Privateer,2009-10-27,4.99,42800,Nitro Games,2009
['Action'],Painkiller: Resurrection,2009-10-27,9.99,39560,Homegrown Games,2009
"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,2009-10-29,14.99,39550,"Phenomic,THQ Nordic",2009
['Adventure'],Secret Files: Tunguska,2009-10-29,9.99,40330,Animation Arts,2009
['Strategy'],Rush for Berlin Gold,2009-10-29,4.99,40320,Stormregion,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,2009-10-07,19.99,31200,Telltale Games,2009
['Strategy'],Men of War: Red Tide,2009-11-01,4.99,3130,1C Company,2009
"['Action', 'Indie']",Hammerfight,2009-09-19,4.99,41100,Konstantin Koshutin,2009
"['Action', 'RPG']",SpellForce - Platinum Edition,2009-11-03,9.99,39540,Phenomic,2009
['Strategy'],Massive Assault: Phantom Renaissance,2005-03-03,9.99,34640,Wargaming.net,2005
['Strategy'],Massive Assault,2003-10-28,9.99,34630,Wargaming.net,2003
"['Action', 'Indie']",Serious Sam HD: The First Encounter,2009-11-24,14.99,41000,Croteam,2009
['Adventure'],Secret Files 2: Puritas Cordis,2009-10-29,9.99,40340,Animation Arts,2009
['RPG'],Dragon Age: Origins,2009-11-06,19.99,17450,BioWare,2009
"['Action', 'RPG', 'Indie']",Aztaka,2009-05-07,4.99,37100,Citeremis Inc.,2009
"['Indie', 'Casual']",Magnetis,2009-11-05,1.99,37500,Yullaby,2009
['Strategy'],For The Glory: A Europa Universalis Game,2009-11-11,9.99,42810,Crystal Empire Games,2009
['Action'],Call of Duty®: Modern Warfare® 2,2009-11-12,19.99,10180,"Infinity Ward,Aspyr (Mac)",2009
['Adventure'],LEGO® Star Wars™ - The Complete Saga,2009-11-12,19.99,32440,"Traveller's Tales,Feral Interactive (Mac)",2009
['RPG'],Overlord™,2007-06-26,4.99,11450,"Triumph Studios,Virtual Programming",2007
['RPG'],Overlord™: Raising Hell,2008-02-15,9.99,12710,"Triumph Studios,Virtual Programming",2008
['Strategy'],Command & Conquer 3: Tiberium Wars,2007-03-28,14.99,24790,EA Los Angeles,2007
"['Indie', 'Casual']",Yumsters 2: Around the World,2008-07-23,4.99,29120,KranX Productions,2008
['Strategy'],Command & Conquer 3: Kane's Wrath,2009-11-13,19.99,24810,EA Los Angeles,2009
"['Indie', 'Simulation', 'Strategy']",Gratuitous Space Battles,2009-11-16,14.99,41800,Positech Games,2009
['Simulation'],Wings of Prey,2009-12-25,9.99,45300,Gaijin Entertainment,2009
"['Action', 'Adventure', 'RPG']",The Bard's Tale,2005-06-17,9.99,41900,inXile Entertainment,2005
['Action'],Defence Alliance 2,2009-10-22,4.99,35420,Defence Alliance Team,2009
['Action'],STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,2009-11-03,19.99,32430,"LucasArts,Aspyr Studios",2009
['RPG'],Fallout 3: Game of the Year Edition,2009-10-13,19.99,22370,Bethesda Game Studios,2009
"['Strategy', 'Indie', 'Simulation']",Gratuitous Space Battles: The Tribe,2009-12-16,5.99,41802,Positech Games,2009
['Simulation'],Build-A-Lot,2007-10-02,9.99,38080,Hip Soft,2007
['Simulation'],Build-A-Lot 2: Town of the Year,2008-04-29,9.99,38090,Hip Soft,2008
['Simulation'],Build-A-Lot 3: Passport to Europe,2009-01-24,9.99,38100,Hip Soft,2009
"['Casual', 'Simulation']",Coconut Queen,2009-12-17,9.99,38070,iWin,2009
['Casual'],Roogoo,2009-12-17,1.99,38210,Spidermonk Entertainment,2009
"['Action', 'Adventure']",Devil May Cry 4,2008-07-08,19.99,45700,Capcom,2008
"['Action', 'Indie', 'RPG']",Avencast: Rise of the Mage,2010-03-17,9.99,46410,ClockStone Studios,2010
['Simulation'],Build-A-Lot 4: Power Source,2009-08-12,9.99,38110,Hip Soft,2009
"['Action', 'Free to Play', 'Indie']","Pirates, Vikings, and Knights II",2010-02-12,4.99,17570,Octoshark Studios,2010
['Casual'],Farm Frenzy 2,2008-08-27,4.99,38130,Alawar,2008
['Casual'],Farm Frenzy 3: American Pie,2010-01-06,9.99,38160,Alawar,2010
['Casual'],Farm Frenzy 3,2009-09-11,9.99,38150,Alawar,2009
['Casual'],Farm Frenzy,2007-12-07,4.99,38120,Alawar,2007
['Casual'],Farm Frenzy: Pizza Party,2009-02-18,4.99,38140,Alawar,2009
['Casual'],Cake Mania Main Street™,2010-02-16,6.99,36300,Sandlot Games,2010
"['Strategy', 'Casual']",Westward® IV: All Aboard,2010-02-16,6.99,36310,Sandlot Games,2010
"['Adventure', 'Casual']",Iron Roses,2010-02-16,6.99,36320,Cateia Games,2010
['Strategy'],UFO: Extraterrestrials Gold,2010-02-17,9.99,37030,Chaos Concept,2010
['Adventure'],LEGO® Indiana Jones™ 2: The Adventure Continues,2010-02-18,19.99,32450,Traveller's Tales,2010
['Sports'],Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,2010-02-18,4.99,34180,Eurocom,2010
"['Action', 'Indie', 'Racing']",Super Laser  Racer,2010-02-18,4.99,44100,New Star Games Ltd,2010
['Strategy'],Hearts of Iron III: Soviet Infantry Pack DLC,2010-02-18,0.99,25960,Paradox Interactive,2010
['Action'],NecroVisioN: Lost Company,2010-02-19,6.99,46250,The Farm 51,2010
['Casual'],Cradle of Persia,2007-12-01,9.99,38180,Awem Studio,2007
['Action'],Aliens vs. Predator Swarm Map Pack,2010-03-18,7.49,10695,Rebellion,2010
"['Action', 'Indie']",Serious Sam Classic: The First Encounter,2001-03-21,9.99,41050,Croteam,2001
['Simulation'],Train Simulator: Fort Kent to Eagle Lake Route Add-On,2010-03-19,19.99,24055,All Aboard,2010
"['Action', 'RPG']",Mount & Blade: Warband,2010-03-31,19.99,48700,TaleWorlds Entertainment,2010
['Action'],Coniclysm,2010-03-26,4.99,39900,ZoopTEK,2010
"['Action', 'Indie']",Plain Sight,2010-04-05,4.99,49900,Beatnik Games,2010
['Action'],Lead and Gold: Gangs of the Wild West,2010-04-08,9.99,42120,Fatshark,2010
['Action'],Grand Theft Auto: Episodes from Liberty City,2010-04-12,19.99,12220,Rockstar North / Toronto,2010
"['Action', 'Adventure']",Dark Void™ Zero,2010-04-12,4.99,45730,Other Ocean Interactive,2010
['Indie'],Fortix,2010-04-14,0.99,45400,Nemesys Games,2010
"['Action', 'Casual', 'Indie']",Beat Hazard,2010-04-15,9.99,49600,Cold Beam Games,2010
['Adventure'],Sam & Max: The Devil’s Playhouse,2010-04-15,19.99,901399,Telltale Games,2010
"['Simulation', 'Strategy']",M.U.D. TV,2010-04-19,9.99,43500,Realmforge Studios,2010
['Simulation'],Wings of Luftwaffe Add-on,2010-04-19,4.99,45302,Gaijin Entertainment,2010
"['Adventure', 'Indie']",The Misadventures of P.B. Winterbottom,2010-04-20,4.99,40930,The Odd Gentlemen,2010
['Action'],AquaNox 2: Revelation,2003-08-19,4.99,39640,THQ Nordic,2003
['Action'],AquaNox,2001-11-30,4.99,39630,THQ Nordic,2001
"['Casual', 'Indie']",Fluttabyes,2010-04-20,1.99,23150,Red Chain Games Ltd.,2010
['Casual'],Hidden Expedition: Titanic,2006-07-19,9.99,50940,Big Fish Games,2006
"['Casual', 'Indie']",Hidden Expedition: Amazon,2008-06-19,9.99,50920,Big Fish Games,2008
['Strategy'],Napoleon: Total War™ - Coalition Battle Pack,2010-05-05,2.99,34178,"The Creative Assembly,Feral Interactive (Mac)",2010
['Casual'],Fitness Dash™,2008-12-31,6.99,37340,Sarbakan,2008
['Casual'],Gemini Lost™,2009-09-24,6.99,37390,PlayFirst,2009
['Casual'],DinerTown Detective Agency™,2009-07-27,6.99,37310,Absolutist Ltd.,2009
['Casual'],Mahjong Roadshow™,2007-10-19,6.99,37360,PlayFirst,2007
['Casual'],Hotel Dash™ Suite Success™,2009-12-24,6.99,49000,PlayFirst,2009
['Casual'],Nightshift Legacy: The Jaguar's Eye™,2010-03-19,6.99,37330,PlayFirst,2010
['Casual'],The Nightshift Code™,2008-02-11,6.99,37320,PlayFirst,2008
['Casual'],TriJinx: A Kristine Kross Mystery™,2007-12-31,6.99,37370,PlayFirst,2007
['Casual'],Valerie Porter and the Scarlet Scandal™,2009-12-21,6.99,37380,PlayFirst,2009
"['Action', 'Adventure', 'Casual']",Biozone,2010-05-07,9.99,19080,G5 Entertainment,2010
"['Action', 'Indie']",Iron Grip: Warlord,2008-12-05,4.99,31700,ISOTX,2008
"['Action', 'Adventure']",Rocket Knight,2010-05-11,14.99,19030,Climax Studios,2010
['Indie'],Max and the Magic Marker,2010-05-12,4.99,50820,Press Play,2010
"['Action', 'Indie']",Flight of the Icarus,2010-05-12,4.99,49800,Muse Games,2010
['Casual'],Puzzler World,2010-05-28,4.99,33650,Ideas Pad,2010
"['Action', 'Adventure']",Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,2010-06-08,19.99,901478,Ubisoft,2010
"['Casual', 'Indie']",Ziro,2010-05-28,4.99,33660,Kokakiki,2010
['Action'],Altered Beast™,2010-06-01,2.99,34281,SEGA,2010
['Action'],Comix Zone™,2010-06-01,2.99,34272,SEGA,2010
"['Action', 'Adventure', 'Casual', 'RPG']",SEGA Mega Drive and Genesis Classics,2010-06-01,61.99,34270,D3T Limited,2010
['Action'],Golden Axe™,2010-06-01,2.99,34276,SEGA,2010
['Action'],Ecco the Dolphin™,2010-06-01,2.99,34274,SEGA,2010
['Strategy'],Gain Ground™,2010-06-01,2.99,34275,SEGA,2010
['Action'],Shinobi™ III: Return of the Ninja Master,2010-06-01,2.99,34277,SEGA,2010
['Action'],Crack Down™,2010-06-01,2.99,34273,SEGA,2010
['Action'],VectorMan™,2010-06-01,2.99,34280,SEGA,2010
['Action'],Shadow Dancer™,2010-06-01,2.99,34282,SEGA,2010
['Action'],Space Harrier™ II,2010-06-01,2.99,34279,SEGA,2010
"['Action', 'RPG']",Alpha Protocol™,2010-06-01,14.99,34010,Obsidian Entertainment,2010
['Action'],Alien Breed: Impact,2010-06-03,9.99,22610,Team17 Software Ltd.,2010
['RPG'],Fallout 3 - Point Lookout,2010-07-16,4.99,22440,Bethesda Game Studios,2010
"['Strategy', 'Indie']",Defense Grid: Resurgence Map Pack 1,2010-06-02,0.99,18508,Hidden Path Entertainment,2010
['RPG'],Fallout 3 - Mothership Zeta,2010-07-16,4.99,22430,Bethesda Game Studios,2010
['RPG'],Fallout 3 - Broken Steel,2010-07-16,4.99,22410,Bethesda Game Studios,2010
['RPG'],Fallout 3 - The Pitt,2010-07-16,4.99,22420,Bethesda Game Studios,2010
['Action'],Alien Swarm,2010-07-19,4.99,630,Valve,2010
['RPG'],Fallout 3 - Operation Anchorage,2010-07-16,4.99,22400,Bethesda Game Studios,2010
"['Simulation', 'Strategy']",SimCity™ 4 Deluxe Edition,2003-09-22,19.99,24780,"EA - Maxis,Aspyr (Mac)",2003
"['Strategy', 'RPG']",Disciples III - Renaissance Steam Special Edition,2010-07-16,14.99,33670,"Akella,.dat",2010
"['Casual', 'Indie']",Tidalis,2010-07-16,4.99,40420,"Arcen Games, LLC",2010
"['Action', 'Casual', 'Indie']",Razor2: Hidden Skies,2010-07-19,9.99,34920,Invent4 Entertainment,2010
['Strategy'],The Settlers 7: Uncharted Land Map Pack,2010-07-21,3.99,48136,Blue Byte,2010
['RPG'],Dimensity,2008-12-08,9.99,46720,Dagger Games,2008
['Action'],Kane & Lynch 2: Dog Days,2010-08-17,9.99,28000,IO Interactive,2010
"['Simulation', 'Strategy']",The Guild II Renaissance,2010-07-28,9.99,39680,Rune Forge,2010
['Strategy'],Hearts of Iron III DLC: German II Spritepack,2010-07-26,0.99,25962,Paradox Interactive,2010
['Simulation'],Trainz Simulator DLC: Blue Comet,2010-08-06,19.99,24634,N3V Games,2010
['Strategy'],Fantasy Wars,2010-08-06,4.99,63900,Ino-Co,2010
['Action'],Mafia II,2011-03-22,29.99,50130,"2K Czech,Feral Interactive (Mac)",2011
['Simulation'],Train Simulator: Network Southeast Class 47 Loco Add-On,2010-08-06,4.99,24075,Dovetail Games,2010
"['RPG', 'Casual']",Puzzle Quest 2,2010-08-12,9.99,47540,Infinite Interactive,2010
['Action'],Burn Zombie Burn!,2010-08-12,9.99,50510,doublesix,2010
['Indie'],Madballs B*D*I Clan Skins,2010-08-16,1.99,25760,Playbrains,2010
['Indie'],Madballs Scorched Evolution Skin Rollup,2010-08-16,1.99,25763,Playbrains,2010
['Indie'],Madballs BDI Evolution Skin Rollup,2010-08-16,1.99,25762,Playbrains,2010
['Indie'],Madballs Holiday Skin Rollup,2010-08-16,2.99,25764,Playbrains,2010
['Strategy'],Victoria I Complete,2010-08-20,9.99,42980,Paradox Development Studio,2010
['Simulation'],Ship Simulator Extremes,2010-08-27,19.99,48800,VStep,2010
['Strategy'],Worms Reloaded,2010-08-26,19.99,22600,Team17 Digital Ltd,2010
"['Indie', 'Simulation', 'Strategy']",Making History II: The War of the World,2010-06-22,14.99,46770,Muzzy Lane Software,2010
"['Action', 'Simulation', 'Strategy']",Arma 2: British Armed Forces,2010-08-27,8.99,65700,Bohemia Interactive,2010
['Strategy'],Victoria II,2010-08-30,19.99,42960,Paradox Development Studio,2010
['Indie'],Madballs Scorched Clan Skins,2010-08-16,1.99,25761,Playbrains,2010
['Action'],Kane & Lynch 2: The Doggie Bag,2010-08-31,5.99,28010,IO Interactive,2010
['Action'],Kane & Lynch 2: Multiplayer Masks Pack,2010-08-31,1.99,28012,IO Interactive,2010
['Simulation'],Trainz: Classic Cabon City,2010-09-01,19.99,24640,N3V Games,2010
['Action'],Kane & Lynch 2: Alliance Weapon Pack,2010-08-31,2.99,28011,IO Interactive,2010
['Strategy'],Cossacks: Back to War,2002-11-01,4.99,4850,GSC Game World,2002
['Adventure'],Broken Sword: Director's Cut,2010-09-02,5.99,57640,Revolution Software Ltd,2010
['Casual'],Chime,2010-09-06,4.99,62100,Zoë Mode,2010
['Action'],Mafia II DLC: Jimmy's Vendetta,2010-09-06,9.99,50145,"2K Czech,Feral Interactive (Mac)",2010
['Action'],Sniper: Ghost Warrior - Map Pack,2010-09-08,1.99,34841,City Interactive,2010
"['Action', 'Indie']",VVVVVV,2010-09-07,4.99,70300,Terry Cavanagh,2010
['Strategy'],The Settlers 7: Conquest - The Empire Expansion DLC,2010-09-08,3.99,48137,Blue Byte,2010
"['Action', 'Adventure', 'Indie']",Amnesia: The Dark Descent,2010-09-08,19.99,57300,Frictional Games,2010
"['RPG', 'Indie']",Recettear: An Item Shop's Tale,2010-09-10,19.99,70400,EasyGameStation,2010
"['Action', 'Casual', 'Indie']",Swarm Arena,2010-08-19,3.99,46600,Dedication Games,2010
"['Action', 'Simulation']",Super Thunder Blade™,2010-09-13,2.99,34314,SEGA,2010
['Action'],Galaxy Force II™,2010-09-13,2.99,34310,SEGA,2010
['Simulation'],Hacker Evolution,2010-09-14,4.99,70100,exosyphen studios,2010
"['Indie', 'Simulation']",Hacker Evolution: Untold,2010-09-14,4.99,70110,exosyphen studios,2010
"['Casual', 'Indie']",Faerie Solitaire,2010-09-17,9.99,38600,Subsoap,2010
['Strategy'],Patrician IV - Steam Special Edition,2010-09-17,14.99,57620,Gaming Minds Studios,2010
['Action'],Bonanza Bros.™,2010-09-13,2.99,34284,SEGA,2010
"['RPG', 'Strategy']",King's Bounty: Crossworlds,2010-09-17,14.99,63910,Katauri Interactive,2010
['Simulation'],Train Simulator: Green & Gold HST DMU Add-On,2010-09-17,4.99,24082,Dovetail Games,2010
['Strategy'],Sid Meier's Civilization® V,2010-09-21,29.99,8930,"Firaxis Games,Aspyr (Mac, Linux)",2010
['Strategy'],Commander: Conquest of the Americas - Colonial Navy,2010-09-21,4.99,49310,Nitro Games,2010
"['Action', 'Indie']",Serious Sam Classic: The Second Encounter,2002-02-05,9.99,41060,Croteam,2002
"['Indie', 'Strategy']",Star Ruler,2010-09-20,9.99,70900,Blind Mind Studios,2010
"['Action', 'Adventure']",Blade Kitten,2010-09-22,2.99,9940,Krome Studios,2010
['Action'],Alien Breed 2: Assault,2010-09-22,9.99,22650,Team17 Digital Ltd,2010
['Action'],Serious Sam HD: Gold Edition,2010-09-23,4.99,901553,Croteam,2010
"['Action', 'Adventure']",Darksiders™,2010-09-23,19.99,50620,Vigil Games,2010
"['Simulation', 'Strategy']",X: Beyond the Frontier,1999-07-01,4.99,2840,Egosoft,1999
['Strategy'],The Kings' Crusade,2010-10-08,9.99,42920,NeoCoreGames,2010
"['Action', 'RPG', 'Massively Multiplayer']",Guild Wars: Eye of the North®,2007-08-31,19.99,29700,ArenaNet®,2007
"['Simulation', 'Strategy']",X: Tension,2000-06-01,4.99,2850,Egosoft,2000
"['RPG', 'Strategy']",Age of Wonders II: The Wizard's Throne,Oct 2010,9.99,61510,Triumph Studios,Oct 2010
"['Adventure', 'Casual', 'Simulation']",Governor of Poker 2,2010-10-11,7.99,70200,I Sioux Game Productions B.V.,2010
"['Adventure', 'Casual', 'Indie', 'Simulation']",Governor of Poker 2 - Premium Edition,2010-10-11,14.99,70210,I Sioux Game Productions B.V.,2010
"['RPG', 'Strategy']",Age of Wonders Shadow Magic,Oct 2010,9.99,61520,Triumph Studios,Oct 2010
"['RPG', 'Strategy']",Age of Wonders,Oct 2010,5.99,61500,Triumph Studios,Oct 2010
['Action'],Medal of Honor™,2010-10-12,19.99,47790,Electronic Arts,2010
"['Indie', 'RPG', 'Strategy']",Grotesque Tactics: Evil Heroes,2010-10-15,9.99,46450,"Headup Games,Silent Dreams",2010
"['Action', 'Adventure']",Lost Planet® 2,2010-10-15,19.99,45750,"CAPCOM CO., LTD.",2010
"['Adventure', 'Casual', 'Indie']",Doc Clock: The Toasted Sandwich of Time,2010-10-15,4.99,57800,Stickmen Studios,2010
"['Action', 'RPG']",Fallout: New Vegas,2010-10-19,9.99,22380,Obsidian Entertainment,2010
"['Action', 'Casual', 'Indie']",The Polynomial - Space of the music,2010-10-15,6.99,67000,Dmytry Lavrov,2010
"['Adventure', 'Indie']",Puzzle Bots,2010-10-22,4.99,80300,Ivy Games,2010
"['Indie', 'Racing']",Nimbus,2010-10-25,9.99,50000,Noumenon Games,2010
['Strategy'],Civilization V - Babylon (Nebuchadnezzar II),2010-10-25,4.99,16868,"Firaxis Games,Aspyr (Mac, Linux)",2010
"['Action', 'Indie', 'RPG']",DeathSpank,2010-10-25,14.99,18040,Hothead Games,2010
"['Action', 'Simulation']",Virtua Fighter™ 2,2010-10-26,2.99,71115,SEGA,2010
['Casual'],Columns™ III,2010-10-26,2.99,34317,SEGA,2010
['RPG'],Sword of Vermilion™,2010-10-26,2.99,71114,SEGA,2010
['Action'],Golden Axe™ II,2010-10-26,2.99,71112,SEGA,2010
"['Action', 'Adventure']",Sonic The Hedgehog,2010-10-26,4.99,71113,SEGA,2010
['Adventure'],Ecco™: The Tides of Time,2010-10-26,2.99,34319,SEGA,2010
['Action'],Bio-Hazard Battle™,2010-10-26,2.99,34316,SEGA,2010
['Action'],Alien Storm,2010-10-26,2.99,34315,SEGA,2010
"['Action', 'Indie']",Shank,2010-10-25,9.99,6120,Klei Entertainment,2010
"['Action', 'Adventure', 'Indie']",The Ball,2010-10-26,9.99,35460,Teotl Studios,2010
['Action'],STAR WARS™: The Force Unleashed™ II,2010-10-26,19.99,32500,Aspyr Studios,2010
"['Action', 'Casual']",Flight Control HD,2010-11-18,4.99,62000,Firemint,2010
"['RPG', 'Simulation', 'Strategy']",Patrician III,2010-11-18,4.99,33570,Ascaron Entertainment ltd.,2010
"['Action', 'Casual', 'Indie']",BIT.TRIP BEAT,2010-11-02,9.99,63700,Gaijin Games,2010
"['Simulation', 'Strategy']",Theatre of War 2 - Battle for Caen,2010-11-02,1.99,46362,1C Company,2010
['Casual'],Woody Two-Legs: Attack of the Zombie Pirates,2010-11-02,4.99,49320,Nitro Games,2010
